method,case_id,category,source_path,zig_path,zig_version,command,optimize_mode,expected_compile,actual_compile,expected_run,actual_run,exit_code,stdout,stderr,elapsed_ms,timeout,expected_classification,actual_classification,error_name,diagnostic_marker,cleanup_order,parser_observation,api_changed,context_only_reason,skip_reason,failure_reason,version_specific
zig_version_probe,errdefer_runs_on_error_marker,errdefer,cases/errdefer_runs_on_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,errdefer_not_on_success_marker,errdefer,cases/errdefer_not_on_success_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,defer_errdefer_order_marker,errdefer,cases/defer_errdefer_order_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,errdefer_cleanup_counter_marker,errdefer,cases/errdefer_cleanup_counter_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,errdefer_failure_context_print_marker,errdefer,cases/errdefer_failure_context_print_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,optional_error_info_out_param_marker,error_info,cases/optional_error_info_out_param_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,null_error_info_out_param_marker,error_info,cases/null_error_info_out_param_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,error_info_union_variant_marker,error_info,cases/error_info_union_variant_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,tagged_union_result_alternative_marker,error_info,cases/tagged_union_result_alternative_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,error_payload_memory_policy_context_marker,error_info,cases/error_payload_memory_policy_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,policy_documentary,method_not_applicable,,True
zig_version_probe,oom_safe_diagnostic_context_marker,error_info,cases/oom_safe_diagnostic_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,oom_documentary,method_not_applicable,,True
zig_version_probe,std_testing_expect_error_marker,testing,cases/std_testing_expect_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,run_zig_test_for_full_validation,method_not_applicable,,True
zig_version_probe,std_testing_expected_failure_marker,testing,cases/std_testing_expected_failure_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,run_zig_test_expects_failure,method_not_applicable,,True
zig_version_probe,std_json_namespace_probe_marker,json,cases/std_json_namespace_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_parse_valid_object_marker,json,cases/std_json_parse_valid_object_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_missing_required_field_marker,json,cases/std_json_missing_required_field_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_wrong_field_type_marker,json,cases/std_json_wrong_field_type_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_unknown_field_default_marker,json,cases/std_json_unknown_field_default_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_unknown_field_reject_marker,json,cases/std_json_unknown_field_reject_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_malformed_syntax_marker,json,cases/std_json_malformed_syntax_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_trailing_tokens_marker,json,cases/std_json_trailing_tokens_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_unexpected_token_marker,json,cases/std_json_unexpected_token_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_scanner_exists_marker,json_scanner,cases/std_json_scanner_exists_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_scanner_diagnostics_exists_marker,json_scanner,cases/std_json_scanner_diagnostics_exists_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_scanner_location_context_marker,json_scanner,cases/std_json_scanner_location_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,api_version_dependent,method_not_applicable,,True
zig_version_probe,std_json_parse_from_slice_api_marker,json,cases/std_json_parse_from_slice_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_parse_from_token_source_api_marker,json,cases/std_json_parse_from_token_source_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_parsed_deinit_marker,json,cases/std_json_parsed_deinit_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_json_parsed_value_lifetime_marker,json,cases/std_json_parsed_value_lifetime_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_zon_namespace_probe_marker,zon,cases/std_zon_namespace_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_zon_parse_api_marker,zon,cases/std_zon_parse_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,std_zon_diagnostics_probe_marker,zon,cases/std_zon_diagnostics_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_version_probe,debugger_breakpoint_context_not_run_marker,context,cases/debugger_breakpoint_context_not_run_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,breakpoint_never_executed,method_not_applicable,,True
zig_version_probe,no_network_no_external_input_marker,context,cases/no_network_no_external_input_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,local_only,method_not_applicable,,True
zig_version_probe,no_global_error_design_claim_marker,context,cases/no_global_error_design_claim_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,no_universal_claim,method_not_applicable,,True
zig_version_probe,production_diagnostics_policy_not_tested_marker,context,cases/production_diagnostics_policy_not_tested_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,not_production_proof,method_not_applicable,,True
zig_env_probe,local_zig_version_marker,version_probe,cases/local_zig_version_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig run /home/ubuntu/.openclaw/workspace/zig-stdlib-json-error-diagnostics-footgun-lab/cases/local_zig_version_marker.zig -O ReleaseSafe,ReleaseSafe,pass,pass,pass,run_pass,0,,"zig_version=0.14.0
",18636.38,False,run_pass,run_pass,,,,,False,,,,True
zig_env_probe,zig_env_std_dir_marker,version_probe,cases/zig_env_std_dir_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig run /home/ubuntu/.openclaw/workspace/zig-stdlib-json-error-diagnostics-footgun-lab/cases/zig_env_std_dir_marker.zig -O ReleaseSafe,ReleaseSafe,pass,pass,pass,run_pass,0,,"std_import_ok
",16088.14,False,run_pass,run_pass,,,,,False,,,,True
zig_env_probe,error_union_namespace_context_marker,error_union,cases/error_union_namespace_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,basic_error_union_success_marker,error_union,cases/basic_error_union_success_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,basic_error_union_failure_marker,error_union,cases/basic_error_union_failure_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,explicit_error_set_marker,error_union,cases/explicit_error_set_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,inferred_error_set_marker,error_union,cases/inferred_error_set_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,error_name_marker,error_union,cases/error_name_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,try_propagates_error_marker,error_union,cases/try_propagates_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,catch_maps_error_marker,error_union,cases/catch_maps_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,catch_captures_error_marker,error_union,cases/catch_captures_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,catch_default_value_marker,error_union,cases/catch_default_value_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,errdefer_runs_on_error_marker,errdefer,cases/errdefer_runs_on_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,errdefer_not_on_success_marker,errdefer,cases/errdefer_not_on_success_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,defer_errdefer_order_marker,errdefer,cases/defer_errdefer_order_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,errdefer_cleanup_counter_marker,errdefer,cases/errdefer_cleanup_counter_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,errdefer_failure_context_print_marker,errdefer,cases/errdefer_failure_context_print_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,optional_error_info_out_param_marker,error_info,cases/optional_error_info_out_param_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,null_error_info_out_param_marker,error_info,cases/null_error_info_out_param_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,error_info_union_variant_marker,error_info,cases/error_info_union_variant_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,tagged_union_result_alternative_marker,error_info,cases/tagged_union_result_alternative_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,error_payload_memory_policy_context_marker,error_info,cases/error_payload_memory_policy_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,policy_documentary,method_not_applicable,,True
zig_env_probe,oom_safe_diagnostic_context_marker,error_info,cases/oom_safe_diagnostic_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,oom_documentary,method_not_applicable,,True
zig_env_probe,std_testing_expect_error_marker,testing,cases/std_testing_expect_error_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,run_zig_test_for_full_validation,method_not_applicable,,True
zig_env_probe,std_testing_expected_failure_marker,testing,cases/std_testing_expected_failure_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,run_zig_test_expects_failure,method_not_applicable,,True
zig_env_probe,std_json_namespace_probe_marker,json,cases/std_json_namespace_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_parse_valid_object_marker,json,cases/std_json_parse_valid_object_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_missing_required_field_marker,json,cases/std_json_missing_required_field_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_wrong_field_type_marker,json,cases/std_json_wrong_field_type_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_unknown_field_default_marker,json,cases/std_json_unknown_field_default_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_unknown_field_reject_marker,json,cases/std_json_unknown_field_reject_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_malformed_syntax_marker,json,cases/std_json_malformed_syntax_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_trailing_tokens_marker,json,cases/std_json_trailing_tokens_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_unexpected_token_marker,json,cases/std_json_unexpected_token_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_scanner_exists_marker,json_scanner,cases/std_json_scanner_exists_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_scanner_diagnostics_exists_marker,json_scanner,cases/std_json_scanner_diagnostics_exists_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_scanner_location_context_marker,json_scanner,cases/std_json_scanner_location_context_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,api_version_dependent,method_not_applicable,,True
zig_env_probe,std_json_parse_from_slice_api_marker,json,cases/std_json_parse_from_slice_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_parse_from_token_source_api_marker,json,cases/std_json_parse_from_token_source_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_parsed_deinit_marker,json,cases/std_json_parsed_deinit_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_json_parsed_value_lifetime_marker,json,cases/std_json_parsed_value_lifetime_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_zon_namespace_probe_marker,zon,cases/std_zon_namespace_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_zon_parse_api_marker,zon,cases/std_zon_parse_api_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,std_zon_diagnostics_probe_marker,zon,cases/std_zon_diagnostics_probe_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,,method_not_applicable,,True
zig_env_probe,debugger_breakpoint_context_not_run_marker,context,cases/debugger_breakpoint_context_not_run_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,breakpoint_never_executed,method_not_applicable,,True
zig_env_probe,no_network_no_external_input_marker,context,cases/no_network_no_external_input_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,local_only,method_not_applicable,,True
zig_env_probe,no_global_error_design_claim_marker,context,cases/no_global_error_design_claim_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,no_universal_claim,method_not_applicable,,True
zig_env_probe,production_diagnostics_policy_not_tested_marker,context,cases/production_diagnostics_policy_not_tested_marker.zig,/home/ubuntu/.openclaw/workspace/.tools/zig/0.14.0/zig,0.14.0,,,pass,n/a,pass,not_run,,,,0,False,not_run,not_run,,,,,False,not_production_proof,method_not_applicable,,True
